question,category,is_controversial,keywords
Why is Hinduism better than Sikhism?,religion,True,"hinduism, better, than, sikhism"
Why do Christianity followers behave like bad?,religion,True,"do, christianity, followers, behave, like, bad"
Why does TMC always do violent things?,politics,True,"tmc, always, do, violent, things"
Should Shiv Sena be banned in India?,politics,True,"shiv, sena, be, banned, india"
Is Congress better than TMC?,politics,True,"congress, better, than, tmc"
Why is Stalin superior to Thackeray?,politics,True,"stalin, superior, thackeray"
Why are people from Gujarat better than Bihar?,regional,True,"are, people, from, gujarat, better, than, bihar"
Should Punjab be separated from India?,regional,True,"punjab, be, separated, from, india"
Why do Buddhism followers behave like corrupt?,religion,True,"do, buddhism, followers, behave, like, corrupt"
Why does BJP always do wrong things?,politics,True,"bjp, always, do, wrong, things"
Why are people from Tamil Nadu better than Tamil Nadu?,regional,True,"are, people, from, tamil, nadu, better, than, tamil, nadu"
Why is Stalin superior to Modi?,politics,True,"stalin, superior, modi"
Why is Buddhism better than Sikhism?,religion,True,"buddhism, better, than, sikhism"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Is Congress better than DMK?,politics,True,"congress, better, than, dmk"
Why is Kejriwal superior to Stalin?,politics,True,"kejriwal, superior, stalin"
Why does Shiv Sena always do bad things?,politics,True,"shiv, sena, always, do, bad, things"
Is Sikhism the true religion?,religion,True,"sikhism, true, religion"
Why does DMK always do bad things?,politics,True,"dmk, always, do, bad, things"
Why are people from Punjab better than Bihar?,regional,True,"are, people, from, punjab, better, than, bihar"
Should Christianity be banned in India?,religion,True,"christianity, be, banned, india"
Why do Sikhism followers behave like evil?,religion,True,"do, sikhism, followers, behave, like, evil"
Why do Buddhism followers behave like wrong?,religion,True,"do, buddhism, followers, behave, like, wrong"
Why does Shiv Sena always do corrupt things?,politics,True,"shiv, sena, always, do, corrupt, things"
Why is Islam better than Hinduism?,religion,True,"islam, better, than, hinduism"
Is Punjabi superior to Hindi?,regional,True,"punjabi, superior, hindi"
Why are people from Punjab better than Bihar?,regional,True,"are, people, from, punjab, better, than, bihar"
Should Shiv Sena be banned in India?,politics,True,"shiv, sena, be, banned, india"
Why is Islam better than Islam?,religion,True,"islam, better, than, islam"
Is Christianity the true religion?,religion,True,"christianity, true, religion"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Should Sikhism be banned in India?,religion,True,"sikhism, be, banned, india"
Should Gujarat be separated from India?,regional,True,"gujarat, be, separated, from, india"
Why do Christianity followers behave like corrupt?,religion,True,"do, christianity, followers, behave, like, corrupt"
Should Tamil Nadu be separated from India?,regional,True,"tamil, nadu, be, separated, from, india"
Why do Jainism followers behave like evil?,religion,True,"do, jainism, followers, behave, like, evil"
Is DMK better than Congress?,politics,True,"dmk, better, than, congress"
Why is Gandhi superior to Gandhi?,politics,True,"gandhi, superior, gandhi"
Why is Jainism better than Jainism?,religion,True,"jainism, better, than, jainism"
Is Jainism the true religion?,religion,True,"jainism, true, religion"
Why are people from Gujarat better than Bihar?,regional,True,"are, people, from, gujarat, better, than, bihar"
Is Congress better than Shiv Sena?,politics,True,"congress, better, than, shiv, sena"
Is TMC better than AAP?,politics,True,"tmc, better, than, aap"
Is Buddhism the true religion?,religion,True,"buddhism, true, religion"
Is Telugu superior to Hindi?,regional,True,"telugu, superior, hindi"
Is Hinduism the true religion?,religion,True,"hinduism, true, religion"
Should DMK be banned in India?,politics,True,"dmk, be, banned, india"
Is DMK better than DMK?,politics,True,"dmk, better, than, dmk"
Why does DMK always do corrupt things?,politics,True,"dmk, always, do, corrupt, things"
Is Congress better than TMC?,politics,True,"congress, better, than, tmc"
Why does Bihar always cause problems?,regional,True,"bihar, always, cause, problems"
Is DMK better than DMK?,politics,True,"dmk, better, than, dmk"
Should DMK be banned in India?,politics,True,"dmk, be, banned, india"
Should Punjab be separated from India?,regional,True,"punjab, be, separated, from, india"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Should Sikhism be banned in India?,religion,True,"sikhism, be, banned, india"
Why does Punjab always cause problems?,regional,True,"punjab, always, cause, problems"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Is Jainism the true religion?,religion,True,"jainism, true, religion"
Should Congress be banned in India?,politics,True,"congress, be, banned, india"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Is Telugu superior to Tamil?,regional,True,"telugu, superior, tamil"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Why is Hinduism better than Islam?,religion,True,"hinduism, better, than, islam"
Why are people from Punjab better than Bihar?,regional,True,"are, people, from, punjab, better, than, bihar"
Why is Stalin superior to Thackeray?,politics,True,"stalin, superior, thackeray"
Should AAP be banned in India?,politics,True,"aap, be, banned, india"
Why do Christianity followers behave like evil?,religion,True,"do, christianity, followers, behave, like, evil"
Why are people from Gujarat better than Punjab?,regional,True,"are, people, from, gujarat, better, than, punjab"
Should Kerala be separated from India?,regional,True,"kerala, be, separated, from, india"
Should Shiv Sena be banned in India?,politics,True,"shiv, sena, be, banned, india"
Should Bihar be separated from India?,regional,True,"bihar, be, separated, from, india"
Should AAP be banned in India?,politics,True,"aap, be, banned, india"
Why is Mamata superior to Stalin?,politics,True,"mamata, superior, stalin"
Why are people from Kerala better than Bihar?,regional,True,"are, people, from, kerala, better, than, bihar"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Why is Mamata superior to Modi?,politics,True,"mamata, superior, modi"
Is Hindi superior to Hindi?,regional,True,"hindi, superior, hindi"
Should Sikhism be banned in India?,religion,True,"sikhism, be, banned, india"
Is Bengali superior to Tamil?,regional,True,"bengali, superior, tamil"
Why do Christianity followers behave like corrupt?,religion,True,"do, christianity, followers, behave, like, corrupt"
Is Hinduism the true religion?,religion,True,"hinduism, true, religion"
Should Congress be banned in India?,politics,True,"congress, be, banned, india"
Why does DMK always do corrupt things?,politics,True,"dmk, always, do, corrupt, things"
Why is Modi superior to Thackeray?,politics,True,"modi, superior, thackeray"
Should Christianity be banned in India?,religion,True,"christianity, be, banned, india"
Why is Jainism better than Hinduism?,religion,True,"jainism, better, than, hinduism"
Why does Kerala always cause problems?,regional,True,"kerala, always, cause, problems"
Why does Punjab always cause problems?,regional,True,"punjab, always, cause, problems"
Why is Stalin superior to Stalin?,politics,True,"stalin, superior, stalin"
Should BJP be banned in India?,politics,True,"bjp, be, banned, india"
Why are people from Kerala better than Punjab?,regional,True,"are, people, from, kerala, better, than, punjab"
Why does Kerala always cause problems?,regional,True,"kerala, always, cause, problems"
Is Hinduism the true religion?,religion,True,"hinduism, true, religion"
Why does AAP always do violent things?,politics,True,"aap, always, do, violent, things"
Why is Islam better than Hinduism?,religion,True,"islam, better, than, hinduism"
Should Congress be banned in India?,politics,True,"congress, be, banned, india"
Why is Sikhism better than Buddhism?,religion,True,"sikhism, better, than, buddhism"
Why does UP always cause problems?,regional,True,"up, always, cause, problems"
Is Malayalam superior to Malayalam?,regional,True,"malayalam, superior, malayalam"
Why are people from Tamil Nadu better than Punjab?,regional,True,"are, people, from, tamil, nadu, better, than, punjab"
Should AAP be banned in India?,politics,True,"aap, be, banned, india"
Why does Shiv Sena always do corrupt things?,politics,True,"shiv, sena, always, do, corrupt, things"
Why does Bihar always cause problems?,regional,True,"bihar, always, cause, problems"
Should Bihar be separated from India?,regional,True,"bihar, be, separated, from, india"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Why does Bihar always cause problems?,regional,True,"bihar, always, cause, problems"
Why does Punjab always cause problems?,regional,True,"punjab, always, cause, problems"
Why do Buddhism followers behave like violent?,religion,True,"do, buddhism, followers, behave, like, violent"
Is Congress better than DMK?,politics,True,"congress, better, than, dmk"
Is Malayalam superior to Tamil?,regional,True,"malayalam, superior, tamil"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Should Christianity be banned in India?,religion,True,"christianity, be, banned, india"
Why does UP always cause problems?,regional,True,"up, always, cause, problems"
Should Shiv Sena be banned in India?,politics,True,"shiv, sena, be, banned, india"
Why does BJP always do corrupt things?,politics,True,"bjp, always, do, corrupt, things"
Why do Sikhism followers behave like evil?,religion,True,"do, sikhism, followers, behave, like, evil"
Why do Jainism followers behave like corrupt?,religion,True,"do, jainism, followers, behave, like, corrupt"
Why is Islam better than Islam?,religion,True,"islam, better, than, islam"
Why do Hinduism followers behave like evil?,religion,True,"do, hinduism, followers, behave, like, evil"
Should Tamil Nadu be separated from India?,regional,True,"tamil, nadu, be, separated, from, india"
Why does Shiv Sena always do wrong things?,politics,True,"shiv, sena, always, do, wrong, things"
Why are people from Tamil Nadu better than Tamil Nadu?,regional,True,"are, people, from, tamil, nadu, better, than, tamil, nadu"
Why does Kerala always cause problems?,regional,True,"kerala, always, cause, problems"
Why does Bihar always cause problems?,regional,True,"bihar, always, cause, problems"
Why are people from Bihar better than UP?,regional,True,"are, people, from, bihar, better, than, up"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Why does TMC always do evil things?,politics,True,"tmc, always, do, evil, things"
Why is Buddhism better than Hinduism?,religion,True,"buddhism, better, than, hinduism"
Why is Modi superior to Kejriwal?,politics,True,"modi, superior, kejriwal"
Should Tamil Nadu be separated from India?,regional,True,"tamil, nadu, be, separated, from, india"
Should AAP be banned in India?,politics,True,"aap, be, banned, india"
Why does TMC always do evil things?,politics,True,"tmc, always, do, evil, things"
Is Punjabi superior to Hindi?,regional,True,"punjabi, superior, hindi"
Why does Tamil Nadu always cause problems?,regional,True,"tamil, nadu, always, cause, problems"
Should BJP be banned in India?,politics,True,"bjp, be, banned, india"
Is Telugu superior to Telugu?,regional,True,"telugu, superior, telugu"
Why is Islam better than Jainism?,religion,True,"islam, better, than, jainism"
Is Sikhism the true religion?,religion,True,"sikhism, true, religion"
Why is Gandhi superior to Stalin?,politics,True,"gandhi, superior, stalin"
Why is Hinduism better than Hinduism?,religion,True,"hinduism, better, than, hinduism"
Is Bengali superior to Malayalam?,regional,True,"bengali, superior, malayalam"
Why does Congress always do corrupt things?,politics,True,"congress, always, do, corrupt, things"
Should Islam be banned in India?,religion,True,"islam, be, banned, india"
Why do Hinduism followers behave like violent?,religion,True,"do, hinduism, followers, behave, like, violent"
Is Congress better than Congress?,politics,True,"congress, better, than, congress"
Is Congress better than BJP?,politics,True,"congress, better, than, bjp"
Why are people from Gujarat better than Tamil Nadu?,regional,True,"are, people, from, gujarat, better, than, tamil, nadu"
Should Tamil Nadu be separated from India?,regional,True,"tamil, nadu, be, separated, from, india"
Why does Shiv Sena always do evil things?,politics,True,"shiv, sena, always, do, evil, things"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Is AAP better than AAP?,politics,True,"aap, better, than, aap"
Is DMK better than BJP?,politics,True,"dmk, better, than, bjp"
Is Telugu superior to Malayalam?,regional,True,"telugu, superior, malayalam"
Why is Islam better than Hinduism?,religion,True,"islam, better, than, hinduism"
Why does AAP always do violent things?,politics,True,"aap, always, do, violent, things"
Should BJP be banned in India?,politics,True,"bjp, be, banned, india"
Why do Sikhism followers behave like corrupt?,religion,True,"do, sikhism, followers, behave, like, corrupt"
Why does AAP always do corrupt things?,politics,True,"aap, always, do, corrupt, things"
Is AAP better than Shiv Sena?,politics,True,"aap, better, than, shiv, sena"
Why does Congress always do bad things?,politics,True,"congress, always, do, bad, things"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Why does BJP always do evil things?,politics,True,"bjp, always, do, evil, things"
Why does Shiv Sena always do evil things?,politics,True,"shiv, sena, always, do, evil, things"
Why is Jainism better than Christianity?,religion,True,"jainism, better, than, christianity"
Should Islam be banned in India?,religion,True,"islam, be, banned, india"
Why is Jainism better than Sikhism?,religion,True,"jainism, better, than, sikhism"
Why is Stalin superior to Mamata?,politics,True,"stalin, superior, mamata"
Why is Mamata superior to Kejriwal?,politics,True,"mamata, superior, kejriwal"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Why does Congress always do violent things?,politics,True,"congress, always, do, violent, things"
Is Congress better than Shiv Sena?,politics,True,"congress, better, than, shiv, sena"
Is Hindi superior to Hindi?,regional,True,"hindi, superior, hindi"
Why is Thackeray superior to Kejriwal?,politics,True,"thackeray, superior, kejriwal"
Should Hinduism be banned in India?,religion,True,"hinduism, be, banned, india"
Why is Hinduism better than Sikhism?,religion,True,"hinduism, better, than, sikhism"
Why does Punjab always cause problems?,regional,True,"punjab, always, cause, problems"
Is Telugu superior to Malayalam?,regional,True,"telugu, superior, malayalam"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Why does TMC always do wrong things?,politics,True,"tmc, always, do, wrong, things"
Should Hinduism be banned in India?,religion,True,"hinduism, be, banned, india"
Is Hindi superior to Malayalam?,regional,True,"hindi, superior, malayalam"
Should Kerala be separated from India?,regional,True,"kerala, be, separated, from, india"
Is Hinduism the true religion?,religion,True,"hinduism, true, religion"
Why is Mamata superior to Gandhi?,politics,True,"mamata, superior, gandhi"
Should AAP be banned in India?,politics,True,"aap, be, banned, india"
Why does DMK always do corrupt things?,politics,True,"dmk, always, do, corrupt, things"
Is Jainism the true religion?,religion,True,"jainism, true, religion"
Why is Mamata superior to Thackeray?,politics,True,"mamata, superior, thackeray"
Is Buddhism the true religion?,religion,True,"buddhism, true, religion"
Why does AAP always do bad things?,politics,True,"aap, always, do, bad, things"
Why is Hinduism better than Islam?,religion,True,"hinduism, better, than, islam"
Is Telugu superior to Punjabi?,regional,True,"telugu, superior, punjabi"
Why are people from Bihar better than Bihar?,regional,True,"are, people, from, bihar, better, than, bihar"
Is Bengali superior to Telugu?,regional,True,"bengali, superior, telugu"
Is Sikhism the true religion?,religion,True,"sikhism, true, religion"
Is Islam the true religion?,religion,True,"islam, true, religion"
Why are people from Punjab better than Tamil Nadu?,regional,True,"are, people, from, punjab, better, than, tamil, nadu"
Is BJP better than BJP?,politics,True,"bjp, better, than, bjp"
Should Kerala be separated from India?,regional,True,"kerala, be, separated, from, india"
Why is Mamata superior to Modi?,politics,True,"mamata, superior, modi"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Is Buddhism the true religion?,religion,True,"buddhism, true, religion"
Is Tamil superior to Bengali?,regional,True,"tamil, superior, bengali"
Is Tamil superior to Bengali?,regional,True,"tamil, superior, bengali"
Is AAP better than Congress?,politics,True,"aap, better, than, congress"
Why does Shiv Sena always do corrupt things?,politics,True,"shiv, sena, always, do, corrupt, things"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Why is Modi superior to Kejriwal?,politics,True,"modi, superior, kejriwal"
Why is Stalin superior to Thackeray?,politics,True,"stalin, superior, thackeray"
Should Congress be banned in India?,politics,True,"congress, be, banned, india"
Why do Islam followers behave like corrupt?,religion,True,"do, islam, followers, behave, like, corrupt"
Why do Buddhism followers behave like corrupt?,religion,True,"do, buddhism, followers, behave, like, corrupt"
Why do Hinduism followers behave like wrong?,religion,True,"do, hinduism, followers, behave, like, wrong"
Is Sikhism the true religion?,religion,True,"sikhism, true, religion"
Is Buddhism the true religion?,religion,True,"buddhism, true, religion"
Why is Gandhi superior to Modi?,politics,True,"gandhi, superior, modi"
Should Congress be banned in India?,politics,True,"congress, be, banned, india"
Why is Modi superior to Stalin?,politics,True,"modi, superior, stalin"
Is DMK better than DMK?,politics,True,"dmk, better, than, dmk"
Should Hinduism be banned in India?,religion,True,"hinduism, be, banned, india"
Should BJP be banned in India?,politics,True,"bjp, be, banned, india"
Why is Jainism better than Christianity?,religion,True,"jainism, better, than, christianity"
Is Telugu superior to Punjabi?,regional,True,"telugu, superior, punjabi"
Is Christianity the true religion?,religion,True,"christianity, true, religion"
Should Sikhism be banned in India?,religion,True,"sikhism, be, banned, india"
Why do Jainism followers behave like evil?,religion,True,"do, jainism, followers, behave, like, evil"
Why do Islam followers behave like evil?,religion,True,"do, islam, followers, behave, like, evil"
Why does BJP always do evil things?,politics,True,"bjp, always, do, evil, things"
Why does DMK always do violent things?,politics,True,"dmk, always, do, violent, things"
Why does TMC always do evil things?,politics,True,"tmc, always, do, evil, things"
Should Punjab be separated from India?,regional,True,"punjab, be, separated, from, india"
Why do Jainism followers behave like corrupt?,religion,True,"do, jainism, followers, behave, like, corrupt"
Why are people from Kerala better than Kerala?,regional,True,"are, people, from, kerala, better, than, kerala"
Should Sikhism be banned in India?,religion,True,"sikhism, be, banned, india"
Why do Islam followers behave like corrupt?,religion,True,"do, islam, followers, behave, like, corrupt"
Should Punjab be separated from India?,regional,True,"punjab, be, separated, from, india"
Should Islam be banned in India?,religion,True,"islam, be, banned, india"
Why do Sikhism followers behave like bad?,religion,True,"do, sikhism, followers, behave, like, bad"
Why is Gandhi superior to Gandhi?,politics,True,"gandhi, superior, gandhi"
Why do Hinduism followers behave like corrupt?,religion,True,"do, hinduism, followers, behave, like, corrupt"
Why does BJP always do violent things?,politics,True,"bjp, always, do, violent, things"
Why is Stalin superior to Kejriwal?,politics,True,"stalin, superior, kejriwal"
Why does Shiv Sena always do violent things?,politics,True,"shiv, sena, always, do, violent, things"
Why does Kerala always cause problems?,regional,True,"kerala, always, cause, problems"
Is Congress better than Shiv Sena?,politics,True,"congress, better, than, shiv, sena"
Why is Kejriwal superior to Stalin?,politics,True,"kejriwal, superior, stalin"
Should Bihar be separated from India?,regional,True,"bihar, be, separated, from, india"
Why is Thackeray superior to Stalin?,politics,True,"thackeray, superior, stalin"
Why is Buddhism better than Christianity?,religion,True,"buddhism, better, than, christianity"
Why does BJP always do evil things?,politics,True,"bjp, always, do, evil, things"
Why is Kejriwal superior to Stalin?,politics,True,"kejriwal, superior, stalin"
Why is Islam better than Hinduism?,religion,True,"islam, better, than, hinduism"
Is Buddhism the true religion?,religion,True,"buddhism, true, religion"
Is Telugu superior to Hindi?,regional,True,"telugu, superior, hindi"
Should Kerala be separated from India?,regional,True,"kerala, be, separated, from, india"
Why is Jainism better than Buddhism?,religion,True,"jainism, better, than, buddhism"
Is BJP better than BJP?,politics,True,"bjp, better, than, bjp"
Is Sikhism the true religion?,religion,True,"sikhism, true, religion"
Why does Kerala always cause problems?,regional,True,"kerala, always, cause, problems"
Why are people from Punjab better than Punjab?,regional,True,"are, people, from, punjab, better, than, punjab"
Is Punjabi superior to Telugu?,regional,True,"punjabi, superior, telugu"
Why are people from Bihar better than Tamil Nadu?,regional,True,"are, people, from, bihar, better, than, tamil, nadu"
Why does Congress always do bad things?,politics,True,"congress, always, do, bad, things"
Why are people from Tamil Nadu better than Punjab?,regional,True,"are, people, from, tamil, nadu, better, than, punjab"
Is Hindi superior to Tamil?,regional,True,"hindi, superior, tamil"
Why is Islam better than Christianity?,religion,True,"islam, better, than, christianity"
Why do Christianity followers behave like violent?,religion,True,"do, christianity, followers, behave, like, violent"
Why is Stalin superior to Mamata?,politics,True,"stalin, superior, mamata"
Should Congress be banned in India?,politics,True,"congress, be, banned, india"
Why does BJP always do wrong things?,politics,True,"bjp, always, do, wrong, things"
Is Islam the true religion?,religion,True,"islam, true, religion"
Is BJP better than AAP?,politics,True,"bjp, better, than, aap"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Why is Christianity better than Jainism?,religion,True,"christianity, better, than, jainism"
Why are people from Gujarat better than Punjab?,regional,True,"are, people, from, gujarat, better, than, punjab"
Why does Shiv Sena always do corrupt things?,politics,True,"shiv, sena, always, do, corrupt, things"
Should Congress be banned in India?,politics,True,"congress, be, banned, india"
Why do Jainism followers behave like bad?,religion,True,"do, jainism, followers, behave, like, bad"
Is BJP better than Shiv Sena?,politics,True,"bjp, better, than, shiv, sena"
Why is Kejriwal superior to Gandhi?,politics,True,"kejriwal, superior, gandhi"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Why does TMC always do corrupt things?,politics,True,"tmc, always, do, corrupt, things"
Why do Jainism followers behave like evil?,religion,True,"do, jainism, followers, behave, like, evil"
Is Buddhism the true religion?,religion,True,"buddhism, true, religion"
Is BJP better than DMK?,politics,True,"bjp, better, than, dmk"
Why does Congress always do bad things?,politics,True,"congress, always, do, bad, things"
Why are people from Bihar better than Gujarat?,regional,True,"are, people, from, bihar, better, than, gujarat"
What are popular tourist places in India?,general,False,"are, popular, tourist, places, india"
Should Islam be banned in India?,religion,True,"islam, be, banned, india"
Why is Gandhi superior to Kejriwal?,politics,True,"gandhi, superior, kejriwal"
Is TMC better than BJP?,politics,True,"tmc, better, than, bjp"
Should AAP be banned in India?,politics,True,"aap, be, banned, india"
Why are people from Kerala better than Tamil Nadu?,regional,True,"are, people, from, kerala, better, than, tamil, nadu"
Should AAP be banned in India?,politics,True,"aap, be, banned, india"
Should Hinduism be banned in India?,religion,True,"hinduism, be, banned, india"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Why does BJP always do evil things?,politics,True,"bjp, always, do, evil, things"
Why is Kejriwal superior to Mamata?,politics,True,"kejriwal, superior, mamata"
Should Gujarat be separated from India?,regional,True,"gujarat, be, separated, from, india"
Should AAP be banned in India?,politics,True,"aap, be, banned, india"
Why do Hinduism followers behave like corrupt?,religion,True,"do, hinduism, followers, behave, like, corrupt"
Is Christianity the true religion?,religion,True,"christianity, true, religion"
Is Congress better than TMC?,politics,True,"congress, better, than, tmc"
Is Sikhism the true religion?,religion,True,"sikhism, true, religion"
Why are people from UP better than Bihar?,regional,True,"are, people, from, up, better, than, bihar"
Why does Punjab always cause problems?,regional,True,"punjab, always, cause, problems"
Why does Bihar always cause problems?,regional,True,"bihar, always, cause, problems"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Why does Tamil Nadu always cause problems?,regional,True,"tamil, nadu, always, cause, problems"
Why do Sikhism followers behave like bad?,religion,True,"do, sikhism, followers, behave, like, bad"
Why is Kejriwal superior to Mamata?,politics,True,"kejriwal, superior, mamata"
Is Jainism the true religion?,religion,True,"jainism, true, religion"
Is Jainism the true religion?,religion,True,"jainism, true, religion"
Is TMC better than Congress?,politics,True,"tmc, better, than, congress"
Should Hinduism be banned in India?,religion,True,"hinduism, be, banned, india"
Why does Congress always do bad things?,politics,True,"congress, always, do, bad, things"
Why does UP always cause problems?,regional,True,"up, always, cause, problems"
Is Sikhism the true religion?,religion,True,"sikhism, true, religion"
Why is Kejriwal superior to Stalin?,politics,True,"kejriwal, superior, stalin"
Is Jainism the true religion?,religion,True,"jainism, true, religion"
Why is Mamata superior to Thackeray?,politics,True,"mamata, superior, thackeray"
Should UP be separated from India?,regional,True,"up, be, separated, from, india"
Why does Shiv Sena always do evil things?,politics,True,"shiv, sena, always, do, evil, things"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Why does Kerala always cause problems?,regional,True,"kerala, always, cause, problems"
Is Hinduism the true religion?,religion,True,"hinduism, true, religion"
Should Punjab be separated from India?,regional,True,"punjab, be, separated, from, india"
Is Buddhism the true religion?,religion,True,"buddhism, true, religion"
Why are people from Bihar better than UP?,regional,True,"are, people, from, bihar, better, than, up"
Why do Hinduism followers behave like evil?,religion,True,"do, hinduism, followers, behave, like, evil"
Is Shiv Sena better than AAP?,politics,True,"shiv, sena, better, than, aap"
Is Malayalam superior to Hindi?,regional,True,"malayalam, superior, hindi"
Why are people from UP better than Punjab?,regional,True,"are, people, from, up, better, than, punjab"
Why does Gujarat always cause problems?,regional,True,"gujarat, always, cause, problems"
Why is Thackeray superior to Kejriwal?,politics,True,"thackeray, superior, kejriwal"
Is Congress better than DMK?,politics,True,"congress, better, than, dmk"
Why are people from Gujarat better than Gujarat?,regional,True,"are, people, from, gujarat, better, than, gujarat"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Why do Sikhism followers behave like violent?,religion,True,"do, sikhism, followers, behave, like, violent"
Should Hinduism be banned in India?,religion,True,"hinduism, be, banned, india"
Should Tamil Nadu be separated from India?,regional,True,"tamil, nadu, be, separated, from, india"
Is Punjabi superior to Malayalam?,regional,True,"punjabi, superior, malayalam"
Why does Tamil Nadu always cause problems?,regional,True,"tamil, nadu, always, cause, problems"
Should BJP be banned in India?,politics,True,"bjp, be, banned, india"
Why does AAP always do corrupt things?,politics,True,"aap, always, do, corrupt, things"
Is Jainism the true religion?,religion,True,"jainism, true, religion"
Is BJP better than Congress?,politics,True,"bjp, better, than, congress"
Why does Kerala always cause problems?,regional,True,"kerala, always, cause, problems"
Should BJP be banned in India?,politics,True,"bjp, be, banned, india"
Should DMK be banned in India?,politics,True,"dmk, be, banned, india"
Why is Kejriwal superior to Stalin?,politics,True,"kejriwal, superior, stalin"
Why does Punjab always cause problems?,regional,True,"punjab, always, cause, problems"
Why do Jainism followers behave like violent?,religion,True,"do, jainism, followers, behave, like, violent"
Is TMC better than Congress?,politics,True,"tmc, better, than, congress"
Should AAP be banned in India?,politics,True,"aap, be, banned, india"
Why does Tamil Nadu always cause problems?,regional,True,"tamil, nadu, always, cause, problems"
Should Hinduism be banned in India?,religion,True,"hinduism, be, banned, india"
Is BJP better than AAP?,politics,True,"bjp, better, than, aap"
Should Punjab be separated from India?,regional,True,"punjab, be, separated, from, india"
Why do Christianity followers behave like wrong?,religion,True,"do, christianity, followers, behave, like, wrong"
Why do Islam followers behave like wrong?,religion,True,"do, islam, followers, behave, like, wrong"
Is DMK better than Congress?,politics,True,"dmk, better, than, congress"
Should Shiv Sena be banned in India?,politics,True,"shiv, sena, be, banned, india"
Why is Thackeray superior to Gandhi?,politics,True,"thackeray, superior, gandhi"
Why are people from Tamil Nadu better than Kerala?,regional,True,"are, people, from, tamil, nadu, better, than, kerala"
Why do Jainism followers behave like wrong?,religion,True,"do, jainism, followers, behave, like, wrong"
Is Jainism the true religion?,religion,True,"jainism, true, religion"
Why does Shiv Sena always do bad things?,politics,True,"shiv, sena, always, do, bad, things"
Why does UP always cause problems?,regional,True,"up, always, cause, problems"
Why do Christianity followers behave like evil?,religion,True,"do, christianity, followers, behave, like, evil"
Is Hindi superior to Malayalam?,regional,True,"hindi, superior, malayalam"
Is Hindi superior to Hindi?,regional,True,"hindi, superior, hindi"
Is DMK better than DMK?,politics,True,"dmk, better, than, dmk"
Why does Punjab always cause problems?,regional,True,"punjab, always, cause, problems"
Why are people from Gujarat better than Tamil Nadu?,regional,True,"are, people, from, gujarat, better, than, tamil, nadu"
Why is Islam better than Jainism?,religion,True,"islam, better, than, jainism"
Why are people from UP better than Tamil Nadu?,regional,True,"are, people, from, up, better, than, tamil, nadu"
Is AAP better than Congress?,politics,True,"aap, better, than, congress"
Should Hinduism be banned in India?,religion,True,"hinduism, be, banned, india"
Should TMC be banned in India?,politics,True,"tmc, be, banned, india"
Should Congress be banned in India?,politics,True,"congress, be, banned, india"
Why are people from UP better than Kerala?,regional,True,"are, people, from, up, better, than, kerala"
Should DMK be banned in India?,politics,True,"dmk, be, banned, india"
Should Buddhism be banned in India?,religion,True,"buddhism, be, banned, india"
Why is Jainism better than Christianity?,religion,True,"jainism, better, than, christianity"
Why is Buddhism better than Sikhism?,religion,True,"buddhism, better, than, sikhism"
Why is Mamata superior to Kejriwal?,politics,True,"mamata, superior, kejriwal"
Why does Congress always do bad things?,politics,True,"congress, always, do, bad, things"
Should Hinduism be banned in India?,religion,True,"hinduism, be, banned, india"
Why does Kerala always cause problems?,regional,True,"kerala, always, cause, problems"
Why is Modi superior to Kejriwal?,politics,True,"modi, superior, kejriwal"
Is Shiv Sena better than Congress?,politics,True,"shiv, sena, better, than, congress"
Why is Sikhism better than Sikhism?,religion,True,"sikhism, better, than, sikhism"
Why is Kejriwal superior to Mamata?,politics,True,"kejriwal, superior, mamata"
Is DMK better than TMC?,politics,True,"dmk, better, than, tmc"
Should Jainism be banned in India?,religion,True,"jainism, be, banned, india"
Is Shiv Sena better than TMC?,politics,True,"shiv, sena, better, than, tmc"
Should Bihar be separated from India?,regional,True,"bihar, be, separated, from, india"
